year,adm3,adm2,adm1,firms,sales,d-labour,d-wage,d-labourmonth,d-labourfem,d-wagefem,d-labourmonthfem,d-labourmale,d-wagemale,d-labourmonthmale,nd-labour,nd-wage,nd-labourmonth,nd-labourfem,nd-wagefem,nd-labourmonthfem,nd-labourmale,nd-wagemale,nd-labourmonthmale,asdf_id,totallabour,totalwage,totallabourfem,totalwagefem,totallabourmale,totalwagemale,lnsales,logsales,lntotalwage,lntotalwagefem,lngtotalwagemale,logtotalwage,logtotalwagefem,logtotalwagemale,rank,adm1_adm3
2021,San Rafael,Talca,Maule,546,12578697.24,1702,1862825.787,1122.667,687,693247.7975,493.916,1013,1172552.77,628.751,568,360823.6535,249.584,300,159668.2936,146.417,268,201137.5879,103.167,282,2270,2223649.441,987,852916.0911,1281,1373690.358,16.34751525,7.099635664,14.6146603,13.65641645,7.155396302,6.347066322,5.930906308,6.13788885,240,Maule - San Rafael
2021,Andacollo,Elqui,Coquimbo,511,12567180.98,2295,1800772.5,1130.249,559,627866.5735,330,1734,1175880.708,800.249,446,336780.0085,232.501,198,142686.1706,100.834,248,194076.0669,131.667,46,2741,2137552.509,757,770552.7441,1982,1369956.775,16.34659929,7.099237869,14.57517205,13.55486339,7.591861715,6.329916792,5.886802371,6.136706864,241,Coquimbo - Andacollo
2021,Pelarco,Talca,Maule,591,12564433.06,1668,1875234.753,1077.5,565,680962.2855,401.416,1130,1199888.961,676.084,597,363296.9205,286.834,339,156360.0926,176.583,258,206919.0549,110.25,277,2265,2238531.674,904,837322.3781,1388,1406808.016,16.34638061,7.099142897,14.62133071,13.63796443,7.235619141,6.349963244,5.922892698,6.148234834,242,Maule - Pelarco
2021,Florida,Concepcion,Biobio,516,12550603.74,1123,1759896.114,623.833,252,606669.5545,150.5,869,1156201.343,473.333,560,350867.8925,220.75,260,148576.4526,114.083,300,202273.6669,106.667,96,1683,2110764.007,512,755246.0071,1169,1358475.01,16.34527933,7.098664618,14.56256053,13.53479881,7.063903961,6.32443968,5.878088438,6.133051654,243,Biobio - Florida
2021,Coinco,Cachapoal,OHiggins,456,12509097.49,1464,1763085.699,716.499,360,621349.4025,184,1101,1144711.079,532.5,296,330386.8635,141.25,164,141456.6006,86.5,132,188912.4899,54.75,2,1760,2093472.563,524,762806.0031,1233,1333623.569,16.34196674,7.097225977,14.55433476,13.54475902,7.117205503,6.320867273,5.882414102,6.125033262,244,Libertador Gral. Bernardo OÕHiggins - Coinco
2021,Lumaco,Malleco,La Araucania,398,12465334.28,2117,1886951.381,1318.666,586,688061.6465,425.833,1532,1201886.26,892.833,418,374081.9195,192.416,201,158707.8976,105.916,217,215356.2489,86.5,21,2535,2261033.301,787,846769.5441,1749,1417242.509,16.33846209,7.095703929,14.63133248,13.64918385,7.466799475,6.354306959,5.927765229,6.15144417,245,La Araucania - Lumaco
2021,Santa Juana,Concepcion,Biobio,598,12429799.9,1664,1891066.83,1120.75,738,709914.1245,541.5,919,1184127.485,579.25,518,364790.6115,247.833,237,160153.1286,118.333,281,204619.7099,129.5,100,2182,2255857.442,975,870067.2531,1200,1388747.195,16.33560737,7.094464137,14.6290407,13.67632579,7.090076836,6.353311651,5.939552823,6.142623195,246,Biobio - Santa Juana
2021,Villarrica,Cautin,La Araucania,4328,12405899.45,12140,1548846.843,7191.497,5172,731987.378,3171.665,7004,821522.286,4017.831,5051,405083.234,2025.498,2222,181540.402,1001.332,2829,223542.841,1024.165,284,17191,1953930.077,7394,913527.78,9833,1045065.127,16.33368268,7.093628257,14.48535333,13.72506906,9.193499355,6.290909018,5.960721759,6.019143356,247,La Araucania - Villarrica
2021,Empedrado,Talca,Maule,246,12399584.19,912,1705039.749,517.333,133,584257.3345,71.333,776,1123757.196,446.001,113,315921.9215,74.001,57,132164.7056,35.834,56,183739.4429,38.167,35,1025,2020961.671,190,716422.0401,832,1307496.639,16.3331735,7.093407122,14.51908403,13.48202471,6.723832441,6.305558077,5.855168938,6.116440581,248,Maule - Empedrado
2021,Los Sauces,Malleco,La Araucania,419,12364215.28,1100,1697480.148,427.167,308,586244.6175,92.833,792,1114210.312,334.333,162,317412.8795,94.167,46,131685.6216,22.166,116,185709.4849,71.999,20,1262,2014893.028,354,717930.2391,908,1299919.797,16.33031699,7.092166558,14.51607666,13.48412768,6.811244379,6.304251994,5.856082246,6.113916558,249,La Araucania - Los Sauces
2021,Quinchao,Chiloe,Los Lagos,418,12358884.83,1695,1863954.163,1149,626,675978.0985,465.667,1083,1192575.53,683.333,573,365245.5555,233,221,155037.4426,80,352,210190.3389,153.001,260,2268,2229199.719,847,831015.5411,1435,1402765.869,16.32988578,7.091979285,14.61715321,13.63040378,7.268920128,6.34814898,5.919609146,6.14698519,250,Los Lagos - Quinchao
2021,Alhue,Melipilla,Metropolitana,350,12348410.7,2328,1868544.8,1249.083,840,701595.7875,513.25,1486,1169923.789,735.832,420,405766.8385,264.083,206,174229.6606,136.75,214,231519.4039,127.333,326,2748,2274311.639,1046,875825.4481,1700,1401443.193,16.32903792,7.091611065,14.63718799,13.68292209,7.43838353,6.356849974,5.94241756,6.146575498,251,Metropolitana - Alhue
2021,Quemchi,Chiloe,Los Lagos,394,12238723.48,1192,1864755.906,758.25,509,689049.7535,348.499,682,1178680.933,409.75,545,370860.0235,311.667,299,161056.3486,181.167,246,209785.9039,130.5,168,1737,2235615.93,808,850106.1021,928,1388466.837,16.32011554,7.087736123,14.62002733,13.65311645,6.833031733,6.349397196,5.929473134,6.142535511,252,Los Lagos - Quemchi
2021,La Estrella,Cardenal Caro,OHiggins,321,12217191.53,292,1683006.069,180.25,97,586849.1525,58.084,194,1099131.699,122.166,224,317275.4785,78.583,116,131846.4126,56.333,108,185411.2919,22.25,250,516,2000281.548,213,718695.5651,302,1284542.991,16.31835466,7.086971382,14.5087985,13.48519313,5.710427017,6.301091129,5.856544965,6.108748644,253,Libertador Gral. Bernardo OÕHiggins - La Estrella
2021,Penaflor,Talagante,Metropolitana,4279,12138928.4,13529,2020860.391,8192.663,4977,881971.967,3265.832,8478,1138992.05,4926.832,4804,340231.622,1924.749,2220,149971.048,934.833,2584,190260.574,989.916,226,18333,2361092.013,7197,1031943.015,11062,1329252.624,16.31192807,7.08418035,14.67463479,13.84695401,9.311271091,6.373112912,6.013655716,6.123607526,254,Metropolitana - Penaflor
2021,Maria Elena,Tocopilla,Antofagasta,187,12054020.88,735,1694499.075,423.75,233,592367.8825,130.666,501,1105105.976,293.084,164,319027.3085,88.584,117,133989.6356,70.251,47,185019.8999,18.333,106,899,2013526.384,350,726357.5181,548,1290125.876,16.30490885,7.081131939,14.51539816,13.49579762,6.306275287,6.303957325,5.861150436,6.110632086,255,Antofagasta - Maria Elena
2021,Sierra Gorda,Antofagasta,Antofagasta,133,12008800.6,412,1684319.264,240.084,187,589567.0625,111.333,236,1098077.086,128.75,181,319013.6675,55.917,89,134224.7246,32.666,92,184771.1699,23.25,239,593,2003332.932,276,723791.7871,328,1282848.256,16.30115032,7.079499634,14.51032282,13.49225904,5.793013608,6.30175313,5.859613651,6.108175288,256,Antofagasta - Sierra Gorda
2021,Curaco de Velez,Chiloe,Los Lagos,186,11963326.52,676,1767508.749,463.834,257,642457.8045,217.584,419,1128025.727,246.25,326,338194.6765,129.083,131,138263.4286,45.75,195,199913.4739,83.333,261,1002,2105703.426,388,780721.2331,614,1327939.201,16.2973564,7.077851956,14.56016014,13.56797343,6.419994928,6.323397204,5.892495991,6.123178192,257,Los Lagos - Curaco de Velez
2021,Los Andes,Los Andes,Valparaiso,3779,11817990.54,14981,1693127.124,7984.163,6366,754181.361,3600.332,8634,940501.786,4383.831,5537,405514.592,2360.331,2392,185869.324,1055.249,3145,219645.264,1305.082,301,20518,2098641.716,8758,940050.685,11779,1160147.05,16.28513355,7.072543638,14.55680089,13.75368907,9.374073564,6.321938301,5.97315127,6.06451304,258,Valparaiso - Los Andes
2021,Santa Cruz,Colchagua,OHiggins,3523,11729946.03,14847,1715315.613,7872.079,5827,806594.526,3372.249,9000,908714.409,4499.748,3595,387399.337,1413.415,1673,188252.905,706.083,1922,199146.44,707.333,274,18442,2102714.95,7500,994847.431,10922,1107860.849,16.27765562,7.069296014,14.5587399,13.81034467,9.298534383,6.322780402,5.997756483,6.044485215,259,Libertador Gral. Bernardo OÕHiggins - Santa Cruz
2021,Talagante,Talagante,Metropolitana,3989,11384935.49,13671,1912097.113,8030.663,5987,915851.842,3592.415,7659,997368.657,4438.248,5334,515181.407,2409.248,2398,235049.775,1119.416,2936,280131.632,1289.833,235,19005,2427278.52,8385,1150901.617,10595,1277500.289,16.24780159,7.056330574,14.70228124,13.95605621,9.268137471,6.385119613,6.0610382,6.106361007,260,Metropolitana - Talagante
2021,La Granja,Santiago,Metropolitana,3853,10881111.16,9434,1546996.735,6152.748,2749,593048.356,1996.333,6660,952684.796,4153.915,5058,489736.909,2604.082,2517,244910.747,1317.25,2541,244814.928,1286.666,145,14492,2036733.644,5266,837959.103,9201,1197499.724,16.20253892,7.036673247,14.52685793,13.63872458,9.127067453,6.308934237,5.923222823,6.078275422,261,Metropolitana - La Granja
2021,Rengo,Cachapoal,OHiggins,3238,10876360.19,18428,1195222.479,7107.077,6647,461174.348,2675.581,11744,733853.164,4430.496,3239,371341.312,1466.915,1614,175749.786,805.416,1625,195591.517,661.499,273,21667,1566563.791,8261,636924.134,13369,929444.681,16.2021022,7.036483582,14.26439511,13.36440583,9.500693873,6.194948084,5.804087705,5.968223546,262,Libertador Gral. Bernardo OÕHiggins - Rengo
2021,Castro,Chiloe,Los Lagos,3477,10837908.33,17449,2863042.475,10799.33,7957,1487254.45,5316.582,9290,1377738.138,5482.498,4810,473240.763,1932.416,2343,236079.174,982.083,2467,237161.598,950.332,166,22259,3336283.238,10300,1723333.624,11757,1614899.736,16.19856058,7.034945473,15.02036794,14.35977113,9.372204087,6.523262914,6.236369362,6.208145564,263,Los Lagos - Castro
2021,Villa Alemana,Marga Marga,Valparaiso,5091,10612466.54,15027,1888129.4,8849.496,6058,915639.207,3981.332,8962,975217.031,4868.164,6146,364457.733,2680.415,3171,179896.455,1516.416,2975,184561.283,1163.999,74,21173,2252587.133,9229,1095535.662,11937,1159778.314,16.17753996,7.025816334,14.62758995,13.90675399,9.387398099,6.352681599,6.039626519,6.064374984,264,Valparaiso - Villa Alemana
2021,Constitucion,Talca,Maule,2877,10374542.75,10548,1515491.806,6924.247,3191,562360.66,2328.249,7334,953803.441,4594.999,3484,303046.696,1678.166,1817,161314.671,996.999,1667,141732.019,681.166,179,14032,1818538.502,5008,723675.331,9001,1095535.46,16.15486555,7.015968965,14.41354372,13.49209813,9.105090961,6.2597225,5.859543768,6.039626439,265,Maule - Constitucion
2021,Concon,Valparaiso,Valparaiso,2797,10328279.71,12708,1846723.349,7142.747,4171,586614.138,2486.415,8523,1261609.634,4656.331,5404,369591.248,1892.582,2477,162987.224,970.749,2927,206604.017,921.832,202,18112,2216314.597,6648,749601.362,11450,1468213.651,16.15039629,7.014027991,14.61135628,13.52729683,9.345745009,6.345631407,5.874830367,6.166789258,266,Valparaiso - Concon
2021,Zapallar,Petorca,Valparaiso,1197,10024871.14,2648,543212.698,1806.666,999,240987.2,730.833,1644,302221.611,1075.833,1818,218332.168,594.832,807,94617.413,274.75,1011,123714.752,320.083,206,4466,761544.866,1806,335604.613,2655,425936.363,16.12057968,7.001078799,13.54310437,12.723689,7.884199934,5.881695495,5.525827922,5.629344718,267,Valparaiso - Zapallar
2021,Cerro Navia,Santiago,Metropolitana,4186,9314252.11,12382,2890438.655,8270.664,5702,1665245.889,4207.249,6682,1227284.484,4063.332,6921,971892.916,3096.748,3925,538193.415,1754.582,2996,433699.488,1342.166,133,19303,3862331.571,9627,2203439.304,9678,1660983.972,16.04705627,6.969147989,15.16678159,14.60553002,9.177610547,6.586849554,6.343101092,6.220365442,268,Metropolitana - Cerro Navia
2021,San Vicente,Cachapoal,OHiggins,3484,9243216.55,12640,1185175.938,6194.247,4379,476737.802,2271.665,8234,708438.132,3922.58,3688,293480.958,1717.583,1750,144784.178,923.749,1938,148696.781,793.833,41,16328,1478656.896,6129,621521.98,10172,857134.913,16.03940049,6.965823128,14.20664473,13.33992656,9.227394127,6.169867413,5.793456492,5.933049185,269,Libertador Gral. Bernardo OÕHiggins - San Vicente
2021,Padre Hurtado,Talagante,Metropolitana,3333,9133202.06,8648,1269017.933,5298.665,3078,533577.125,2053.583,5563,736237.687,3245.082,3436,300472.858,1592.582,1708,139257.249,868.832,1728,161215.614,723.75,225,12084,1569490.791,4786,672834.374,7291,897453.301,16.02742691,6.960623066,14.26626179,13.41925448,8.89439599,6.195758772,5.827908171,5.953011859,270,Metropolitana - Padre Hurtado
2021,San Carlos,Punilla,Nuble,3868,8928398.84,11281,1233149.058,5875.497,4773,548602.022,2470.082,6476,684852.056,3405.415,3867,376400.162,1895.666,1898,213439.614,996.5,1969,162960.54,899.166,195,15148,1609549.22,6671,762041.636,8445,847812.596,16.00474764,6.950773582,14.29146471,13.54375647,9.041329829,6.206704262,5.881978701,5.928299865,271,Nuble - San Carlos
2021,Parral,Linares,Maule,3373,8859310.78,8561,1049991.685,5106.249,3547,504396.44,2149.583,4987,545582.873,2956.582,3080,220785.009,1517.333,1233,104260.533,606.083,1847,116524.475,911.25,335,11641,1270776.694,4780,608656.973,6834,662107.348,15.99697953,6.947399937,14.05513884,13.31901013,8.829665433,6.104069241,5.784372602,5.820928408,272,Maule - Parral
2021,San Javier,Linares,Maule,3244,8462724.65,13246,1409624.304,6723.163,4968,623448.854,2631.415,8303,788671.118,4091.748,2713,207311.242,1151.749,1321,94378.589,623.667,1392,112932.656,528.083,278,15959,1616935.546,6289,717827.443,9695,901603.774,15.95118174,6.927510211,14.29604328,13.48398449,9.179365568,6.208692708,5.856020058,5.955015721,273,Maule - San Javier
2021,Hualpen,Concepcion,Biobio,3155,8297984.84,10110,1605596.846,6115.581,3385,713375.261,2400.666,6724,893325.639,3714.915,4196,343830.63,1756.165,2104,164607.738,998.082,2092,179222.884,758.082,174,14306,1949427.476,5489,877982.999,8816,1072548.523,15.93152325,6.918972637,14.48304629,13.68538251,9.084323531,6.289907083,5.943486106,6.030416949,274,Biobio - Hualpen
2021,Angol,Malleco,La Araucania,2900,8180430.78,14244,1515586.633,6970.663,5379,736576.209,2936.998,8994,788968.726,4033.498,3730,319628.177,1714.998,1550,162950.447,723.583,2180,156677.722,991.416,16,17974,1835214.81,6929,899526.656,11174,945646.448,15.91725537,6.912776174,14.4226721,13.70962397,9.32134493,6.263686905,5.954014037,5.975728796,275,La Araucania - Angol
2021,Limache,Marga Marga,Valparaiso,2931,8171645.05,10696,1101226.538,6232.83,4074,455188.611,2480.249,6694,653762.153,3752.165,3134,254818.837,1288.916,1536,126192.04,688.083,1598,128626.795,600.833,244,13830,1356045.375,5610,581380.651,8292,782388.948,15.9161808,6.912309494,14.12008321,13.27316099,9.023046474,6.132274222,5.764460574,5.893422707,276,Valparaiso - Limache
2021,Lo Espejo,Santiago,Metropolitana,2992,8103414.07,8746,1623963.982,6065.998,3110,747475.822,2477.832,5664,883583.189,3588.165,2499,228630,1136.416,1090,96878.039,520.416,1409,131751.962,616,157,11245,1852593.982,4200,844353.861,7073,1015335.151,15.90779602,6.908668031,14.43209737,13.64632695,8.864039997,6.267780249,5.926524494,6.006609422,277,Metropolitana - Lo Espejo
2021,Requinoa,Cachapoal,OHiggins,1818,7989632.48,12006,805420.963,4786.497,4006,220331.416,1494.249,7967,585089.544,3292.248,1701,84028.427,622.166,789,33828.162,347.167,912,50200.265,275,39,13707,889449.39,4795,254159.578,8879,635289.809,15.89365532,6.902526802,13.69835789,12.44571761,9.091444217,5.949121242,5.405106481,5.802971889,278,Libertador Gral. Bernardo OÕHiggins - Requinoa
2021,La Calera,Quillota,Valparaiso,2905,7910534.84,10018,1221894.257,5890.998,3785,561515.527,2461.249,6196,659379.64,3429.165,3422,279622.765,1794.333,1920,140336.82,1080.415,1502,139285.943,713.916,247,13440,1501517.022,5705,701852.347,7698,798665.583,15.88370595,6.898205848,14.2219865,13.46147833,8.948715834,6.17653026,5.846245757,5.90236497,279,Valparaiso - La Calera
2021,Ollague,El Loa,Antofagasta,14,7880781.058,65,1467628.128,44.417,43,663825.1479,28.833,22,805526.544,15.583,17,388732.3186,7.667,11,178899.8524,5.583,6,209821.8826,2.083,315,82,1856360.447,54,842725.0003,28,1015348.427,15.87993758,6.896569262,14.43412838,13.64439597,3.33220451,6.268662306,5.925685878,6.0066151,280,Antofagasta - Ollague
2021,Rio Verde,Magallanes,Magallanes,10,7880781.058,24,1467628.128,16.167,4,663825.1479,3.083,20,805526.544,13.083,6,388732.3186,1.416,3,178899.8524,1.083,3,209821.8826,0.333,137,30,1856360.447,7,842725.0003,23,1015348.427,15.87993758,6.896569262,14.43412838,13.64439597,3.135494216,6.268662306,5.925685878,6.0066151,281,Magallanes y de la Antartica Chilena - Rio Verde
2021,Machali,Cachapoal,OHiggins,2645,7870106.84,9158,960765.646,4545.664,3529,394493.217,1864.249,5612,569714.496,2681.414,3508,208639.505,1262.665,1539,84040.064,569.499,1969,124599.44,693.165,304,12666,1169405.151,5068,478533.281,7581,694313.936,15.8785822,6.895980628,13.97200576,13.07848104,8.933400396,6.067965002,5.679912147,5.841555882,282,Libertador Gral. Bernardo OÕHiggins - Machali
2021,Vallenar,Huasco,Atacama,3056,7510997.2,6863,932949.193,4110.999,2567,410703.274,1746.999,4276,522245.913,2363.998,4071,338909.973,2111.666,2342,172817.186,1360.583,1729,166092.791,751.083,318,10934,1271859.166,4909,583520.46,6005,688338.704,15.8318788,6.8756976,14.0559903,13.27683479,8.700347735,6.104439024,5.766056088,5.83780219,283,Atacama - Vallenar
2021,Padre Las Casas,Cautin,La Araucania,2674,7375239.5,9841,1211442.175,5363.747,3062,494742.043,1891.917,6819,721046.283,3471.832,3501,337123.718,1479.082,1573,146481.517,699.749,1928,190642.194,779.333,286,13342,1548565.893,4635,641223.56,8747,911688.477,15.81363893,6.867776128,14.25283983,13.37113344,9.076466063,6.18992969,5.807009471,5.959846466,284,La Araucania - Padre Las Casas
2021,Chiguayante,Concepcion,Biobio,3271,7286535.4,8870,1199591.822,5153.415,3180,524759.816,2023.666,5844,687747.179,3129.749,4365,340892.836,1694.416,2188,165024.154,952.083,2177,175868.675,742.332,93,13235,1540484.658,5368,689783.97,8021,863615.854,15.80153874,6.862521079,14.24760764,13.44413374,8.989818381,6.187657377,5.838713098,5.936320606,285,Biobio - Chiguayante
2021,Molina,Curico,Maule,2630,7064334.25,19684,1145075.645,6568.41,7055,522284.311,2615.247,12642,624360.829,3953.162,2597,156722.572,1143.666,1238,78860.495,660.499,1359,77862.077,483.166,305,22281,1301798.217,8293,601144.806,14001,702222.906,15.77056934,6.84907124,14.07925711,13.30659113,9.546884035,6.114543672,5.778979099,5.846474992,286,Maule - Molina
2021,Maule,Talca,Maule,2555,6897399.41,5783,524193.343,3007.666,1475,122889.882,729.332,4318,402713.057,2277.832,1909,96488.268,755.999,840,36788.916,360.25,1069,59699.352,395.75,281,7692,620681.611,2315,159678.798,5387,462412.409,15.746655,6.838685376,13.33857353,11.98091956,8.591743923,5.792868879,5.203247255,5.66502948,287,Maule - Maule
2021,Teno,Curico,Maule,2138,6688172.83,13229,874444.676,4812.579,4486,372124.568,1777.749,8734,501232.881,3034.83,2169,130180.301,666.499,1045,64501.86,413.667,1124,65678.44,252.833,332,15398,1004624.977,5531,436626.428,9858,566911.321,15.71585128,6.825307487,13.82012487,12.98683325,9.196038587,6.002003971,5.640110019,5.75351513,288,Maule - Teno
2021,Romeral,Curico,Maule,1369,6612232.84,11810,675552.437,3896.746,4279,186374.863,1258.582,7495,489103.597,2638.164,1558,72993.715,433.416,701,22895.526,217.667,857,50098.188,215.75,333,13368,748546.152,4980,209270.389,8352,539201.785,15.70443195,6.820348138,13.52588814,12.25138242,9.03025631,5.874218582,5.320707782,5.731751321,289,Maule - Romeral
2021,San Rosendo,Biobio,Biobio,110,6606665.598,111,1151411.807,46.584,39,502557.3652,20.416,71,650429.7258,26.166,62,293973.9421,32.417,44,133484.1739,25.166,18,160483.5122,7.25,87,173,1445385.749,83,636041.5391,89,810913.238,15.70358964,6.819982325,14.1838868,13.36301915,4.48863637,6.159983768,5.80348548,5.90897439,290,Biobio - San Rosendo
2021,Huara,Tamarugal,Tarapaca,123,6605408.428,108,1149877.988,60.917,57,501398.9942,34,50,650054.2778,26.917,77,294769.7111,30.25,34,133463.6199,14,43,161299.8342,16.25,218,185,1444647.699,91,634862.6141,93,811354.112,15.70339933,6.819899676,14.18337604,13.3611639,4.532599493,6.15976195,5.802679753,5.909210442,291,Tarapaca - Huara
2021,Camina,Tamarugal,Tarapaca,65,6596944.058,59,1149112.231,21.666,7,501147.4652,4.25,52,649540.0498,17.416,23,293695.5211,8.5,10,133307.1209,4,13,160382.1442,4.5,103,82,1442807.752,17,634454.5861,65,809922.194,15.70211708,6.819342801,14.1821016,13.36052099,4.17438727,6.159208467,5.802400541,5.9084433,292,Tarapaca - Camina
2021,OHiggins,Capitan Prat,Aisen,76,6596060.218,41,1149381.612,19.75,15,501230.7242,7.167,26,649726.1718,12.583,50,295212.6571,21.25,27,134356.4369,12.417,23,160849.9632,8.834,153,91,1444594.269,42,635587.1611,49,810576.135,15.70198309,6.819284612,14.18333906,13.36230451,3.891820298,6.159745888,5.803175116,5.908793813,293, Aisen del Gral.Carlos Ibanez del Campo - OHiggins
2021,Camarones,Arica,Arica y Parinacota,83,6596052.018,19,1149356.726,13.916,9,501268.3152,6.25,10,649663.6948,7.667,75,294818.4001,28.166,36,133878.4829,16.167,39,160933.6612,12,219,94,1444175.126,45,635146.7981,49,810597.356,15.70198185,6.819284072,14.18304887,13.36161143,3.891820298,6.159619861,5.802874113,5.908805183,294,Arica y Parinacota - Camarones
2021,Lago Verde,Coihaique,Aisen,74,6594831.628,130,1179233.254,95.834,66,516729.6072,52.167,64,664078.9308,43.667,212,315920.0571,186.167,127,145776.9279,113.917,85,170136.8732,72.25,148,342,1495153.311,193,662506.5351,149,834215.804,15.70179681,6.819203712,14.21773931,13.4037857,5.003946306,6.174685727,5.821190167,5.921278413,295, Aisen del Gral.Carlos Ibanez del Campo - Lago Verde
2021,Ancud,Chiloe,Los Lagos,3072,6592274.5,8066,879006.046,4981.582,3806,454176.514,2474.666,4237,424829.537,2506.916,3435,210554.313,1876.333,1844,94027.535,1052.166,1591,116526.779,824.166,160,11501,1089560.359,5650,548204.049,5828,541356.316,15.70140899,6.819035283,13.90128483,13.21440285,8.670429167,6.037251294,5.738942239,5.733483208,296,Los Lagos - Ancud
2021,Torres del Paine,ultima Esperanza,Magallanes,30,6587895.018,92,1150225.58,50.916,35,501495.6252,10.75,56,650305.2398,40.167,20,295080.2371,8.917,7,133404.0919,2.75,13,161669.8892,6.167,91,112,1445305.817,42,634899.7171,69,811975.129,15.70074443,6.81874667,14.1838315,13.36122234,4.234106505,6.159959751,5.802705134,5.909542727,297,Magallanes y de la Antartica Chilena - Torres del Paine
2021,Colchane,Tamarugal,Tarapaca,28,6576823.908,123,1187376.428,91.75,58,518359.8392,44.416,63,670591.8728,47.333,125,317536.2131,48.167,68,146755.0229,27.667,57,170774.9332,20.5,104,248,1504912.641,126,665114.8621,120,841366.806,15.6990625,6.818016214,14.22424541,13.40771503,4.787491743,6.17751129,5.822896652,5.924985374,298,Tarapaca - Colchane
2021,Pirque,Cordillera,Metropolitana,1609,6544969.23,4827,865429.916,3161.833,1678,358095.029,1191.249,3141,507840.059,1970.584,3154,255271.341,1182.083,1556,118009.269,635.583,1598,137262.078,546.5,112,7981,1120701.257,3234,476104.298,4739,645102.137,15.69420726,6.815907609,13.92946517,13.07339222,8.463581422,6.049489859,5.677702102,5.809628481,299,Metropolitana - Pirque
2021,Curacavi,Melipilla,Metropolitana,2143,6382641.6,4840,478320.828,2648.332,1929,174943.736,1053.417,2895,303377.094,1594.916,2384,125503.025,967.999,1163,50317.834,474.25,1221,75185.192,493.75,126,7224,603823.853,3092,225261.57,4116,378562.286,15.66909261,6.805000458,13.3110378,12.32501754,8.322637097,5.780910265,5.352687107,5.578137346,300,Metropolitana - Curacavi
2021,Chimbarongo,Colchagua,OHiggins,2485,6243450.41,12096,747193.724,4334.496,3998,262374.589,1409.666,8086,485060.575,2923.498,1791,141580.718,855.583,944,74800.101,508.583,847,66780.614,347,327,13887,888774.442,4942,337174.69,8933,551841.189,15.64704354,6.795424667,13.69759876,12.72835644,9.097507564,5.948791557,5.527854967,5.741814113,301,Libertador Gral. Bernardo OÕHiggins - Chimbarongo
2021,Lautaro,Cautin,La Araucania,1965,6203360.72,7407,1058900.744,4655.332,2751,473918.876,1854,4695,589903.41,2801.332,2034,224145.771,884.583,854,99422.769,391.917,1180,124722.998,492.666,49,9441,1283046.515,3605,573341.645,5875,714626.408,15.64060175,6.792627036,14.0647479,13.25923706,8.678461339,6.108242401,5.758413488,5.854079061,302,La Araucania - Lautaro
2021,Panguipulli,Valdivia,Los Rios,2168,6152324.14,5866,995551.514,3865.749,2484,492817.128,1738.666,3381,502734.504,2127.083,3128,220279.513,1370.249,1672,95332.699,827.916,1456,124946.818,542.333,141,8994,1215831.027,4156,588149.827,4837,627681.322,15.63234048,6.789039209,14.01093837,13.284737,8.484049973,6.084873222,5.769487974,5.797739205,303,Los Rios - Panguipulli
2021,Rio Bueno,Ranco,Los Rios,2113,6042146.25,4657,782700.383,3433.082,1796,340652.721,1324.666,2970,453359.591,2108.417,2163,177616.528,1083.582,932,72445.594,486.666,1231,105170.934,596.916,143,6820,960316.911,2728,413098.315,4201,558530.525,15.61426985,6.781191233,13.77501862,12.93144089,8.343077871,5.982414577,5.616053424,5.747046913,304,Los Rios - Rio Bueno
2021,Pucon,Cautin,La Araucania,2738,5996200.33,7969,939528.029,4110.998,3493,439232.197,1842.749,4441,500544.011,2268.249,3294,221679.246,1039.165,1618,104824.657,575.416,1676,116854.584,463.749,285,11263,1161207.275,5111,544056.854,6117,617398.595,15.60663655,6.777876134,13.96497078,13.20680903,8.718827059,6.064909748,5.735644286,5.790565637,305,La Araucania - Pucon
2021,Natales,ultima Esperanza,Magallanes,2387,5799429.16,7079,623996.243,3965.749,3033,265337.656,1721.249,3993,359399.503,2244.499,3850,299386.865,1361.666,1832,146003.056,784.499,2018,153383.809,577.166,152,10929,923383.108,4865,411340.712,6011,512783.312,15.57327005,6.763385248,13.7357995,12.92717713,8.701346403,5.965381925,5.614201695,5.709933883,306,Magallanes y de la Antartica Chilena - Natales
2021,Calera de Tango,Maipo,Metropolitana,1503,5742045.41,4916,764417.72,3115.666,1609,294739.034,1114.75,3272,469796.563,2000.165,2119,141617.038,760.665,969,52870.887,350.083,1150,88746.152,410.583,89,7035,906034.758,2578,347609.921,4422,558542.715,15.56332605,6.759066623,13.71683295,12.75883621,8.394347361,5.957144859,5.541092163,5.747056392,307,Metropolitana - Calera de Tango
2021,Isla de Maipo,Talagante,Metropolitana,1969,5740450.45,7951,764494.275,3977.415,3129,296683.799,1506.917,4844,474920.567,2470.499,1787,116302.994,695.749,756,46842.129,291.417,1031,69460.865,404.333,271,9738,880797.269,3885,343525.928,5875,544381.432,15.56304824,6.758945973,13.68858276,12.74701787,8.678461339,5.944875959,5.535959521,5.735903304,308,Metropolitana - Isla de Maipo
2021,Las Cabras,Cachapoal,OHiggins,1716,5589322.76,6775,665382.215,3356.915,2834,327041.32,1491.582,3938,338418.404,1865.249,1671,139433.266,779.833,779,55351.87,390.167,892,84081.396,389.666,324,8446,804815.481,3613,382393.19,4830,422499.8,15.53636869,6.747359189,13.59836831,12.85420465,8.482601747,5.905696322,5.582510149,5.625826508,309,Libertador Gral. Bernardo OÕHiggins - Las Cabras
